M,S,Tirr,L,Tphot,Rphot,Pphot,Tdm,Prcb
29.0,5.299999999999992,912.0,2.222751737791083e+21,914.27221528755,5.8785612482463545,0.000645344251502,0.0,0.0
29.0,5.299999999999992,1442.0,1.966241591045333e+21,1445.591199784046,6.442026750727607,0.0013617309131611,0.0,0.0
29.0,5.299999999999992,2039.0,1.7176708817362304e+21,2044.374665100944,6.718987452548016,0.03009751398366,0.0,0.0
29.0,5.299999999999992,2884.0,1.1169287259923633e+21,2891.182373044674,8.796152016595478,0.0083585671801946,0.0,0.0
29.0,5.349999999999992,288.0,2.659406546654475e+21,289.12162457855624,5.290625200743134,0.0009576284313621,1.747880467801362e+31,36825.374283682606
29.0,5.349999999999992,912.0,2.3061297668723717e+21,914.2722176021692,5.894367028369642,0.0006419052390534,0.0,0.0
29.0,5.349999999999992,1442.0,2.054190802315425e+21,1445.5912003204885,6.458517645373682,0.0013593400742206,0.0,0.0
29.0,5.349999999999992,2039.0,1.8227057655813885e+21,2044.3746653178137,6.73305880901847,0.0299742228055886,0.0,0.0
29.0,5.349999999999992,2884.0,1.2212352411370125e+21,2891.182373089906,8.818758915739954,0.0083309795786857,0.0,0.0
29.0,5.399999999999992,288.0,2.7628692131401465e+21,289.12173821954707,5.303247354047818,0.0009528053988032,3.172980753246113e+31,67245.98613609004
29.0,5.399999999999992,912.0,2.38950779595366e+21,914.272219916788,5.910172808492928,0.0006384662266049,0.0,0.0
29.0,5.399999999999992,1442.0,2.1519935784311917e+21,1445.591200894155,6.476881932614612,0.0013567288716363,0.0,0.0
29.0,5.399999999999992,2039.0,1.9277406494265463e+21,2044.374665534684,6.747130165488923,0.0298509316275172,0.0,0.0
29.0,5.399999999999992,2884.0,1.3266799585940857e+21,2891.182373135218,8.841964104766646,0.008302806139363,0.0,0.0
29.0,5.449999999999991,288.0,2.8663318796258184e+21,289.1218518605379,5.315869507352502,0.0009479823662443,4.598081038690864e+31,97666.59798849748
29.0,5.449999999999991,912.0,2.4728858250349484e+21,914.2722222314072,5.925978588616215,0.0006350272141564,0.0,0.0
29.0,5.449999999999991,1442.0,2.2497963545469575e+21,1445.5912014678215,6.495246219855541,0.0013541176690521,0.0,0.0
29.0,5.449999999999991,2039.0,2.0332683500658255e+21,2044.3746657521335,6.761305593697364,0.0297268975073606,0.0,0.0
29.0,5.449999999999991,2884.0,1.43530873592951e+21,2891.182373180753,8.86684297762686,0.0082729938501997,0.0,0.0
29.0,5.499999999999991,288.0,2.96979454611149e+21,289.12196550152873,5.328491660657186,0.0009431593336855,6.023181324135614e+31,128087.2098409049
29.0,5.499999999999991,912.0,2.560530894966793e+21,914.2722246177372,5.942448568053101,0.0006314959717143,0.0,0.0
29.0,5.499999999999991,1442.0,2.347599130662724e+21,1445.5912020414885,6.51361050709647,0.0013515064664679,0.0,0.0
29.0,5.499999999999991,2039.0,2.149718411435838e+21,2044.3746659824408,6.777787576953711,0.0295863974681181,0.0,0.0
29.0,5.499999999999991,2884.0,1.5439375132649346e+21,2891.182373226289,8.891721850487075,0.0082431815610364,0.0,0.0
29.0,5.549999999999991,288.0,3.0732572125971617e+21,289.1220791425195,5.341113813961871,0.0009383363011266,7.448281609580365e+31,158507.82169331235
